144749,"Chronicle Books",chroniclebooks.com,25-percent-off,http://www.retailmenot.com/out/4312823,"  25% off on orders  ","Last used 140 days ago","1 vote",Got
144749,"Chronicle Books",chroniclebooks.com,30-off,http://www.retailmenot.com/out/4284917,"  $30 off  ","Last used 140 days ago","1 vote",4COAST30
144749,"Chronicle Books",chroniclebooks.com,30-percent-off,http://www.retailmenot.com/out/4219534,"  30% off sitewide  ","Last used 140 days ago","1 vote",CYBER30
144749,"Chronicle Books",chroniclebooks.com,10-percent-off,http://www.retailmenot.com/out/4213444,"  10% off sitewide  ","Last used 138 days ago","1 vote",shopsmall
144749,"Chronicle Books",chroniclebooks.com,20-percent-off,http://www.retailmenot.com/out/4210928,"  20% off  ","Last used 11 days ago","1 vote",GIFTFINDER
144749,"Chronicle Books",chroniclebooks.com,25-percent-off,http://www.retailmenot.com/out/4195772,"  25% off  ","Last used 11 days ago","1 vote",GIVING25
144749,"Chronicle Books",chroniclebooks.com,30-percent-off,http://www.retailmenot.com/out/4112967,"  30% off  ","Last used 11 days ago","1 vote",KIDS30
144749,"Chronicle Books",chroniclebooks.com,30-percent-off-and-free-shipping,http://www.retailmenot.com/out/4103393,"  30% off + free shipping  ","Last used 11 days ago","1 vote",HALLOWEEN
144749,"Chronicle Books",chroniclebooks.com,25-percent-off-and-free-shipping,http://www.retailmenot.com/out/4035966,"  25% off + free shipping on imagination illustrated jim henson journal  ","Last used 11 days ago","1 vote",JIMHENSON
144749,"Chronicle Books",chroniclebooks.com,25-percent-off,http://www.retailmenot.com/out/4004286,"  25% off your first order  ","Last used 8 days ago","1 vote",MyCB&SmartLab
